형태소,품사,분류,카운트
”,Foreign,"9,""Therapist: “So Rosé... why were you and that boy fighting?”",1
”,Foreign,ITZY “Not Shy” M/V,1
”,Foreign,Jennie: “A prince not even on my list”,1
”,Foreign,Rosé: “H-he brought the wrong type of pink!!!”,1
”,Foreign,"Rosé: “H-he brought the wrong type of pink!!!”""",1
”,Foreign,Therapist: “So Rosé... why were you and that boy fighting?”,1
”,Foreign,"i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho",1
”,Foreign,"they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀",1
”,Foreign,“But we were born to be alone”,1
”,Foreign,“I’ve become numb to crying” ,1
”,Foreign,“We were born to be alone but why we still looking for love”,1
•,Foreign,"219,222,175 views•Premiered Oct 1, 2020",1
•,Foreign,"27,""• The first act in KPOP to get a 1B in debut;",1
•,Foreign,• KIM LISA •,2
•,Foreign,• The first act in KPOP to get a 1B in debut;,1
•,Foreign,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)",1
•,Foreign,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)""",1
•,Foreign,• the first group of KPOP to get 1b; ,2
•,Foreign,• ʝɛɳ - ʝuɳ •,2
•,Foreign,•How you like that is about their success and karma hitting haters,1
•,Foreign,•Love To Hate Me is a diss to OT1/2/3 Stans,1
•,Foreign,•Pretty Savage is a diss to haters,1
‼️,Foreign,"31,""‼️ATTENTION TO ALL BLINKS AROUND THE WORLD‼️‼️",1
‼️,Foreign,‼️ATTENTION TO ALL BLINKS AROUND THE WORLD‼️‼️,1
‼️‼️,Foreign,"31,""‼️ATTENTION TO ALL BLINKS AROUND THE WORLD‼️‼️",1
‼️‼️,Foreign,‼️ATTENTION TO ALL BLINKS AROUND THE WORLD‼️‼️,1
→,Foreign,"3,Watch us on RELEASED for never before seen footage before our new music video drops. Set a reminder  → yt.be/releasedblackpink",1
→,Foreign,Watch us on RELEASED for never before seen footage before our new music video drops. Set a reminder  → yt.be/releasedblackpink,1
⇆ㅤㅤㅤㅤ◁ㅤㅤ❚❚ㅤㅤ▷ㅤㅤㅤㅤ↻,Foreign,⇆ㅤㅤㅤㅤ◁ㅤㅤ❚❚ㅤㅤ▷ㅤㅤㅤㅤ↻,1
●━━━━━━───────,Foreign,00:00  ●━━━━━━───────  3:21,1
❗,Foreign,"46,""❗ATTENTION BLINKS❗",2
❗,Foreign,❗ATTENTION BLINKS❗,2
가,Josa,나를 불쌍해 하는 네가 내 눈엔 더 불쌍해,2
가,Josa,이 아픔 없인 난 아무 의미가 없어,4
가,Josa,이 아픔없인 난 아무 의미가 없어,2
가둔,Verb,창문 없는 방에 우릴 가둔 love,2
거야,Eomi,뭘 믿고 버티는 거야,2
걸,Noun,어차피 떠나면 상처투성인 채로 미워하게 될걸,2
걸까,Verb,우린 무얼 찾아서 헤매는 걸까,4
겁,Noun,아프다 아물면 또 찾아오는 이 겁 없는 떨림,2
것,Noun,이 아픔을 기다린 것처럼,2
결국,Adverb,모두 결국 떠나가고,2
기다린,Verb,이 아픔을 기다린 것처럼,2
끝낼,Verb,끝장을 보기 전 끝낼 순 없어,2
끝낼,Verb,네 멋대로 내 사랑을 끝낼 순 없어,4
끝낼,Verb,네 멋대로 내 사랑을 끝낼순 없어,2
끝장,Noun,끝장을 보기 전 끝낼 순 없어,2
나,Noun,다치고 망가져도 나,2
나를,Verb,나를 불쌍해 하는 네가 내 눈엔 더 불쌍해,2
난,Noun,이 아픔 없인 난 아무 의미가 없어,4
난,Noun,이 아픔없인 난 아무 의미가 없어,2
난,Noun,이 아픔이 난 행복해,2
내,Noun,나를 불쌍해 하는 네가 내 눈엔 더 불쌍해,2
내,Noun,내 눈물이 무뎌져도,2
내,Noun,내 세상 속엔 너만 있으면 돼,2
내,Noun,네 멋대로 내 사랑을 끝낼 순 없어,4
내,Noun,네 멋대로 내 사랑을 끝낼순 없어,2
내,Noun,불안한 내 눈빛 속에 널 담아,2
너,Noun,내 세상 속엔 너만 있으면 돼,2
너,Noun,아프더라도 너만 있으면 돼,2
널,Noun,불안한 내 눈빛 속에 널 담아,2
네,Noun,나를 불쌍해 하는 네가 내 눈엔 더 불쌍해,2
네,Noun,네 멋대로 내 사랑을 끝낼 순 없어,4
네,Noun,네 멋대로 내 사랑을 끝낼순 없어,2
눈,Noun,나를 불쌍해 하는 네가 내 눈엔 더 불쌍해,2
눈물,Noun,내 눈물이 무뎌져도,2
눈빛,Noun,불안한 내 눈빛 속에 널 담아,2
다,Adverb,아마 다 잠깐 일지도 몰라,4
다치고,Verb,다치고 망가져도 나,2
담아,Verb,불안한 내 눈빛 속에 널 담아,2
더,Noun,나를 불쌍해 하는 네가 내 눈엔 더 불쌍해,2
도,Josa,내 눈물이 무뎌져도,2
도,Josa,아마 다 잠깐 일지도 몰라,4
돼,Verb,내 세상 속엔 너만 있으면 돼,2
돼,Verb,아프더라도 너만 있으면 돼,2
될,Verb,어차피 떠나면 상처투성인 채로 미워하게 될걸,2
들리지,Verb,들리지 않아 what you say,2
떠나가고,Verb,모두 결국 떠나가고,2
떠나면,Verb,어차피 떠나면 상처투성인 채로 미워하게 될걸,2
떨림,Verb,아프다 아물면 또 찾아오는 이 겁 없는 떨림,2
또,Noun,아프고 또 아파도,2
또,Noun,아프다 아물면 또 찾아오는 이 겁 없는 떨림,2
레드,Noun,Red Velvet 레드벨벳 'Psycho' MV,1
로,Josa,어차피 떠나면 상처투성인 채로 미워하게 될걸,2
마마,Noun,[MV] 마마무(MAMAMOO) - HIP,1
마지막,Noun,BLACKPINK - '마지막처럼 (AS IF IT'S YOUR LAST)' M/V,1
만,Josa,내 세상 속엔 너만 있으면 돼,2
만,Josa,아프더라도 너만 있으면 돼,2
망가져도,Verb,다치고 망가져도 나,2
매번,Noun,매번 아파도 외치는 love,2
멋대로,Noun,네 멋대로 내 사랑을 끝낼 순 없어,4
멋대로,Noun,네 멋대로 내 사랑을 끝낼순 없어,2
모두,Noun,모두 결국 떠나가고,2
몰라,Verb,아마 다 잠깐 일지도 몰라,4
무,Noun,[MV] 마마무(MAMAMOO) - HIP,1
무뎌져,Noun,내 눈물이 무뎌져도,2
무얼,Noun,우린 무얼 찾아서 헤매는 걸까,4
뭘,Noun,뭘 믿고 버티는 거야,2
미워하게,Adjective,어차피 떠나면 상처투성인 채로 미워하게 될걸,2
믿고,Verb,뭘 믿고 버티는 거야,2
밤,Noun,영원한 밤,2
방,Noun,창문 없는 방에 우릴 가둔 love,2
방탄소년단,Noun,BTS (방탄소년단) 'Dynamite' Official MV,1
버티는,Verb,뭘 믿고 버티는 거야,2
벨벳,Noun,Red Velvet 레드벨벳 'Psycho' MV,1
보기,Noun,끝장을 보기 전 끝낼 순 없어,2
불쌍해,Adjective,나를 불쌍해 하는 네가 내 눈엔 더 불쌍해,4
불안한,Adjective,불안한 내 눈빛 속에 널 담아,2
붐바,Noun,BLACKPINK - '붐바야'(BOOMBAYAH) M/V,1
사랑,Noun,네 멋대로 내 사랑을 끝낼 순 없어,4
사랑,Noun,네 멋대로 내 사랑을 끝낼순 없어,2
사랑,Noun,사랑은 killin’ your darlin’,2
사랑,Noun,사랑은 slippin’ and fallin’,2
상처,Noun,어차피 떠나면 상처투성인 채로 미워하게 될걸,2
성인,Noun,어차피 떠나면 상처투성인 채로 미워하게 될걸,2
세상,Noun,내 세상 속엔 너만 있으면 돼,2
속,Noun,내 세상 속엔 너만 있으면 돼,2
속,Noun,불안한 내 눈빛 속에 널 담아,2
순,Noun,끝장을 보기 전 끝낼 순 없어,2
순,Noun,네 멋대로 내 사랑을 끝낼 순 없어,4
순,Noun,네 멋대로 내 사랑을 끝낼순 없어,2
아마,Noun,아마 다 잠깐 일지도 몰라,4
아무,Noun,이 아픔 없인 난 아무 의미가 없어,4
아무,Noun,이 아픔없인 난 아무 의미가 없어,2
아물면,Verb,아프다 아물면 또 찾아오는 이 겁 없는 떨림,2
아파도,Adjective,매번 아파도 외치는 love,2
아파도,Adjective,아프고 또 아파도,2
아프고,Adjective,아프고 또 아파도,2
아프다,Adjective,아프다 아물면 또 찾아오는 이 겁 없는 떨림,2
아프더라도,Adjective,아프더라도 너만 있으면 돼,2
아픔,Noun,이 아픔 없인 난 아무 의미가 없어,4
아픔,Noun,이 아픔없인 난 아무 의미가 없어,2
아픔,Noun,이 아픔을 기다린 것처럼,2
아픔,Noun,이 아픔이 난 행복해,2
않아,Verb,들리지 않아 what you say,2
야,Josa,BLACKPINK - '붐바야'(BOOMBAYAH) M/V,1
어차피,Noun,어차피 떠나면 상처투성인 채로 미워하게 될걸,2
없는,Adjective,아프다 아물면 또 찾아오는 이 겁 없는 떨림,2
없는,Adjective,창문 없는 방에 우릴 가둔 love,2
없어,Adjective,끝장을 보기 전 끝낼 순 없어,2
없어,Adjective,네 멋대로 내 사랑을 끝낼 순 없어,4
없어,Adjective,네 멋대로 내 사랑을 끝낼순 없어,2
없어,Adjective,이 아픔 없인 난 아무 의미가 없어,4
없어,Adjective,이 아픔없인 난 아무 의미가 없어,2
없인,Adjective,이 아픔 없인 난 아무 의미가 없어,4
없인,Adjective,이 아픔없인 난 아무 의미가 없어,2
에,Josa,불안한 내 눈빛 속에 널 담아,2
에,Josa,창문 없는 방에 우릴 가둔 love,2
엔,Josa,나를 불쌍해 하는 네가 내 눈엔 더 불쌍해,2
엔,Josa,내 세상 속엔 너만 있으면 돼,2
영원한,Adjective,영원한 밤,2
외치는,Verb,매번 아파도 외치는 love,2
우린,Noun,우린 무얼 찾아서 헤매는 걸까,4
우릴,Noun,창문 없는 방에 우릴 가둔 love,2
은,Josa,사랑은 killin’ your darlin’,2
은,Josa,사랑은 slippin’ and fallin’,2
을,Josa,끝장을 보기 전 끝낼 순 없어,2
을,Josa,네 멋대로 내 사랑을 끝낼 순 없어,4
을,Josa,네 멋대로 내 사랑을 끝낼순 없어,2
을,Josa,이 아픔을 기다린 것처럼,2
의미,Noun,이 아픔 없인 난 아무 의미가 없어,4
의미,Noun,이 아픔없인 난 아무 의미가 없어,2
이,Josa,내 눈물이 무뎌져도,2
이,Josa,이 아픔이 난 행복해,2
이,Noun,아프다 아물면 또 찾아오는 이 겁 없는 떨림,2
이,Noun,이 아픔 없인 난 아무 의미가 없어,4
이,Noun,이 아픔없인 난 아무 의미가 없어,2
이,Noun,이 아픔을 기다린 것처럼,2
이,Noun,이 아픔이 난 행복해,2
일지,Noun,아마 다 잠깐 일지도 몰라,4
있으면,Adjective,내 세상 속엔 너만 있으면 돼,2
있으면,Adjective,아프더라도 너만 있으면 돼,2
잠깐,Noun,아마 다 잠깐 일지도 몰라,4
전,Noun,끝장을 보기 전 끝낼 순 없어,2
창문,Noun,창문 없는 방에 우릴 가둔 love,2
찾아서,Verb,우린 무얼 찾아서 헤매는 걸까,4
찾아오는,Verb,아프다 아물면 또 찾아오는 이 겁 없는 떨림,2
채,Noun,어차피 떠나면 상처투성인 채로 미워하게 될걸,2
처럼,Josa,BLACKPINK - '마지막처럼 (AS IF IT'S YOUR LAST)' M/V,1
처럼,Josa,이 아픔을 기다린 것처럼,2
투,Noun,어차피 떠나면 상처투성인 채로 미워하게 될걸,2
하는,Verb,나를 불쌍해 하는 네가 내 눈엔 더 불쌍해,2
행복해,Adjective,이 아픔이 난 행복해,2
헤매는,Verb,우린 무얼 찾아서 헤매는 걸까,4
휘파람,Noun,BLACKPINK - '휘파람'(WHISTLE) M/V,1
👇,Foreign,👇,1
👇,Foreign,"👇""",1
👇💕💕,Foreign,👇💕💕,1
👇💕💕,Foreign,"👇💕💕""",1
👑👑👑,Foreign,"54,JISOO IS THE QUEEN 👑👑👑OF 2020 GO SEARCH ON GOOGLE ALSO",1
👑👑👑,Foreign,JISOO IS THE QUEEN 👑👑👑OF 2020 GO SEARCH ON GOOGLE ALSO,1
💀,Foreign,"60,""they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀""",1
💀,Foreign,"they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀",1
